Description,TotalSalesDollars,AvgProfitMargin
Casa Noble Repsdo La Carreta,695.88,25.366442490084495
Casa Noble Sngl Barrel Anejo,1169.91,25.925071159319963
Casa Silva Carmenere,13671.449999999906,66.50538165300658
Casa Silva Los Lingues Cab S,9961.769999999937,63.06680439319494
Casa Silva Svgn Gris,2302.599999999999,7.409015895075092
Casal Garcia Duoro Red,231.71,18.89862327909887
Casal Garcia Vinho Verde Ros,18911.619999999963,33.80366145258803
Casal Garcia Vinho Verde Wh,106802.51000000353,35.53175857009714
Casalini Monteplciano D'Abrz,1090.44,31.473533619456358
Casalini Pnt Grigio,6535.649999999997,36.01937068233453
Casamigos Anejo,126810.95000000295,37.86126513522818
Casamigos Anejo Tequila,23486.45000000027,22.79522873827335
Casamigos Blanco,185431.0700000026,31.35600660601854
Casamigos Reposado,146981.9900000036,34.32560473504992
Casamigos Reposado Tequila,40090.02000000021,32.28504251182738
Casas Del Bosque Sauv Bl,740.5999999999999,22.938158250067513
Cashmore Black Opal Shiraz,17932.93999999987,58.88749976300568
Casoni Limoncello di Sorento,833.9900000000005,48.56053429897244
Castano Solanera Yecla Mona,15451.20999999987,41.654666527734186
Castano Yecla Monastrell Red,8343.92999999993,51.2244230236827
CastelGiocondo 10 Brun Montl,4883.259999999998,23.91967660947808
CastelGiocondo Brunello 07,21594.59999999999,89.7826308428959
Castell Del Remei Gotim Bru,13081.619999999888,45.00956303577034
Castellani Biagio Chianti,5650.9599999999755,44.07109588459283
Castellare Chianti Clsc,24499.930000000102,38.06382303949473
Castello Banfi Belnero Prop,8887.389999999968,31.469531549757416
Castello Banfi Brun Montalcn,8832.109999999979,59.579307775831495
Castello Banfi Excelsus,655.9,3.245921634395499
Castello Chianti Classico,50408.33999999996,46.258892873679144
Castello Del Poggio Moscato,130455.78000000559,26.38031063093034
Castello Di Ama Chianti,3107.1599999999953,89.61141363817762
Castello Di Cacchiano Chiant,799.8000000000001,80.0
Castello Montauto Vernaccia,3092.5599999999977,76.6484724629433
Castello d Cacchiano Chianti,2207.0400000000004,41.235319704219236
Castello del Poggio Rosato,714.2100000000004,31.196706850926237
Castello di Bossi Chianti Cl,6380.009999999973,2.664729365627498
Castello di Meleto Chianti,2976.279999999995,81.31627400647787
Castillo Monastrell Red,2448.249999999997,20.261411212090152
Castillo Silver Label Rum,182628.63000000297,29.97726180342854
Castillo Spiced Rum,3674.5699999999983,81.25331671460877
Castle Rock Chard Cntrl Cst,18326.519999999928,44.52165495686003
Castle Rock Merlot Cal,13279.399999999827,60.18299019533959
Castle Rock Paso Ro Cab Svgn,19925.240000000045,39.601129020277874
Castle Rock Pnt Nr,61624.88000000011,40.57555974145489
Castle Rock Pnt Nr Cal Cuvee,1879.2900000000006,32.71820740811692
Castle Rock Pnt Nr Carneros,65126.49,34.677225810879776
Cataldi Madonna Malandrino,782.4200000000002,84.9633189335651
Catalpa Cab Svgn,2812.4100000000008,40.87064119385156
Catalpa Chard,7910.739999999946,35.76024493283769
Catalpa Malbec,9269.78999999993,39.60380979504348
Catena Alta Historic Malbec,12956.049999999961,35.36301573396192
Catena Alta Historic Rows CS,5530.709999999988,6.865845433949502
Catena Historic Rows Chard,5516.079999999986,11.376919841626483
Catena Lunlunta Malbec Argn,187011.9099999984,39.587697917206675
Catena Malbec Mendoza,107.88,31.92436040044494
Catena Padrillos Malbec,16219.699999999804,36.913074841087536
Catena RSV Cab Svgn,31668.760000000355,35.7575099246078
Catena RSV Chard,26265.330000000256,33.524535956716214
Catena Vista Flores Malbec,5889.789999999994,28.921914024099234
Catena Zapata Nicasia Vyd,719.92,74.48883209245471
Catskill Defiant Rye,4026.9999999999945,62.59423888750927
Catskill Fearless Whiskey,3861.1099999999947,74.26076957144444
Catskill Most Righteous Brbn,5310.149999999982,78.0156869391636
Catskill Otay,2655.2199999999984,58.81697185167328
Catskill Wicked White Whisky,2553.819999999996,88.91072980867875
Cava Mistinguett Brut,86403.86000000116,43.526874841008905
Cavas Hill 1887 Brut Cava,1724.740000000001,10.449111170379366
Cave de Tain St Joseph Red,2041.5500000000002,85.2597291273787
Cave de Tain Syrah,503.64,31.52251608291637
Cavicchioli Prosecco,51093.56000000025,34.9331892316762
Cavicchioli Sw Italian Spkln,12635.44999999987,34.64245436450541
Cavit Alta Luna Phases Rosso,1318.6800000000007,85.94351927685261
Cavit Alta Luna Pnt Grigio,22166.830000000173,32.58169977394214
Cavit Cab Svgn,18346.509999999947,42.090839075115376
Cavit Chard,188.79,50.548228190052434
Cavit Chardonnay Trentino,53345.650000000176,40.50855130643332
Cavit Merlot Trentino,34732.990000000485,34.941347554058694
Cavit Moscato,48518.84000000032,22.936732869128893
Cavit Pinot Grigio,1157821.7599999174,39.10521894568818
Cavit Pinot Grigio Bottega,21852.62000000008,36.84235574498659
Cavit Pinot Grigio Del Vene,239.52,33.26653306613226
Cavit Pinot Grigio Delle Ve,39744.79000000037,29.958115264919172
Cavit Pinot Noir Bottega Vi,359.76,32.88859239492995
Cavit Pinot Noir Delle Vene,219943.67000000007,36.45703132026893
Cavit Prosecco Lunetta,232084.4400000043,33.39334274496292
Cavit Riesling Trentino,68164.31000000033,34.55390459561367
Cavit Select Red Blend,647.2800000000003,89.40952910641454
Caymus Cab Svgn Napa Vly,534970.9199999804,29.393049999798958
Caymus Conundrum Red,80228.71000000041,44.65132245052981
Caymus Conundrum White,76554.41000000066,42.64879057914525
Cazadores Anejo Tequila,389.87,59.81737502244337
Cazadores Blanco Tequila,42528.980000000156,31.200795316511364
Cazadores Reposado Tequila,69816.11999999973,19.291215067107697
Cecchi Bonizio Red Blend,11938.279999999828,44.50984563940469
Cecchi Cern Chianti Clsc RSV,8157.419999999956,25.034631047561184
Cecchi Chianti Classico,133815.98000000618,33.464807416874784
Cecchi Chianti Clsc Rsv Fami,1891.3800000000003,26.339498144212186
Cecchi Coevo Wood,4859.179999999995,83.93638432821997
Cecchi La Mora Morellino,5129.63999999997,37.473389945492904
Cecchi La Mora Vermentino,10349.199999999923,69.01934449039517
Cecchi Litorale Vermentino,4416.949999999986,20.365636921404775
Cecchi Natio Organic Chianti,735.0800000000004,98.57974642215812
Cecchi Nobile Montepulciano,7201.9999999999745,35.394334906970066
Cecchi Sangiovese,153620.59000000378,40.03038915551818
Celani Family Cab Svgn,311.96,31.0296191819464
Celani Family Chard,610.87,64.58002520994647
Cella Lambrusco,71.94,35.446205170975816
Cellar No 8 Pnt Nr,8085.279999999937,46.930223814140845
Cellier des Dauphines CdR,95.88,33.79224030037547
Celtic Honey Liqueur,659.7000000000002,65.93906321055026
Cenyth Sonoma Red,2049.62,52.530225114899345
Cepa 21 Ribera Duero 06 Tnto,6746.249999999977,35.075041689827465
Cercius CdR Vielles V Rouge,429.6900000000001,16.139542460843877
Ceretto Arneis Blange Lange,742.63,35.81729798149819
Cesari Bardolino Chiaretto,4394.4999999999745,83.98975992718161
Cesari Boscarel,78581.34000000134,30.782956869914408
Cesari Jema Corvina Veronese,3292.109999999999,22.14476430009931
Cesari Lugana Cento Filari,10768.709999999972,82.18226695676637
Cesari Mara Vino di Ripasso,25110.53000000012,37.50366877959192
Cesari Recioto Valpolicella,1279.68,35.483870967741936
Cesari Sangioves Romagna RS,4945.3399999999965,28.608346443318304
Cesari Valpo Classico,989.3400000000004,73.60967918005944
Cesari Valpolicella Clsc Am,67757.69000000005,59.163542912988966
Ch Alie d'Argent Mout-Rth 12,2969.7299999999996,62.20868563808831
Ch Alter Ego 10 Brdx,2249.8199999999997,88.81377176840813
Ch Angelus 09 St Emilion,5099.83,57.430737887341344
Ch Angelus 10,6935.83,31.505674158680364
Ch Angelus 10 Brdx,3239.94,32.432082075593996
Ch Angelus 11 Brdx,2799.9,32.4333011893282
Ch Angelus 12 St Emilion,5585.86,70.84567103364566
Ch Angelus Saint Emilion,2929.9000000000005,34.63940748831019
Ch Beaucastel Chtnf Pap,9799.01999999999,27.891156462584952
Ch Beaucastel Coud Rouge,9303.179999999978,31.888881006279448
Ch Beauchene CDR White RSV,21778.0100000001,30.548888534811503
Ch Beauchene Chtnf Pape RSV,184491.5500000011,29.60258071440182
Ch Beauchene Cotes du Rhone,391223.6599999765,34.91878107892254
Ch Beauchene Rose,31591.080000000256,32.49774936469458
Ch Beaulieu Grand Vin Brdx,13600.439999999811,29.430444897369878
Ch Beaulieu Lalande de Pomer,5572.719999999973,25.838728663919593
Ch Beaulieu Rose Cote d Prov,575.04,34.557595993322195
Ch Beausejour Pentimento,575.76,38.89120466861192
Ch Behere Courtin Pauillac,2654.5499999999993,93.9123391912
Ch Bellevue Lussac St Emili,3342.4799999999923,25.755726287068114
Ch Bellevue Mondotte 10 Brdx,1559.97,31.973691801765412
Ch Bellevue St-Emil 09 Gr Cr,1819.74,69.23076923076924
Ch Bellevue-Mondotte 11 Emil,1889.91,35.06357445592648
Ch Bernadotte 10 Haut Medoc,1539.5600000000002,57.633728684386014
Ch Bernadotte Haut-Medoc 11,1074.5700000000002,77.49797593455988
Ch Bois du Fil Brdx,179.88,34.2228152101401
Ch Bonnet Red,7606.63999999995,28.382571016900492
Ch Boston Margaux,6454.869999999978,10.547230230817675
Ch Bouscaut Rouge 11 GCG,1609.5400000000002,64.01953353131951
Ch Boyd Cantenac Margaux,4179.619999999999,70.96003942942181
Ch Branaire Ducru 10 Brdx,5417.569999999999,95.28589386016239
Ch Brane Cantenac Margaux 11,649.9,41.560240036928754
Ch Brane-Cantenac Margaux 01,8579.219999999992,27.574534747914083
Ch Brannon 12 Pessac-Leognan,1709.8100000000002,51.199256057690626
Ch Bruni Brdx Superieur,5462.18999999996,89.10931329741359
Ch Calon 12 Segur St-Estphe,5015.429999999996,58.864544017163
Ch Canon Saint Emilion,1689.8700000000001,47.31547397137059
Ch Canon St Emilion Gr Cr 11,1396.89,87.46071630550722
Ch Cantegril Sauternes 11,449.7500000000001,70.06336853807672
Ch Cantemerie 12 Haut-Medoc,2172.47,98.71666812430091
Ch Cantenac Brown Margaux 11,1799.7,82.10368394732455
Ch Capbern Gasqueton St Este,6000.929999999979,1.8375485133134348
Ch Carignan Brdx,39131.70000000028,32.9583943452499
Ch Castel Maures 15 Rose Cuv,9147.969999999937,32.37275592289827
Ch Certan De May de Certan,1259.93,62.15662774916068
Ch Chantelune Margaux,4199.159999999996,88.40482382190723
Ch Cheval Bl 12 St-Emilion,4439.94,35.06533872079352
Ch Cheval Blanc 10 Brdx,17599.92,42.05286160391637
Ch Cheval Blanc St Emil 11,8099.91,31.507016744630494
Ch Clerc Milon 10,3023.7599999999993,91.49634891658067
Ch Clerc Milon 12 Pauillac,629.91,85.56936705243606
Ch Clerc Milon Pauillac 11,1747.77,97.00132168420329
Ch Clinet 10 Brdx,1574.93,52.382010629043826
Ch Clos Fourtet 10 Brdx,533.97,35.485139614585094
Ch Clos Fourtet 12 St-Emilin,5499.449999999995,86.57665766576656
Ch Clos d'Estournel 11 Est,1799.92,42.05298013245034
Ch Corconnac Svgn Bl,5661.639999999986,87.73217654248589
Ch Cos D'Estournel 10,7517.790000000001,36.082279499693406
Ch Cos d'Estournel 10,2699.94,42.92280569197835
Ch Cos d'Estournel St-Est 12,2969.8500000000004,36.07286563294444
Ch Coufran Haut Medoc 10,689.77,62.81514127897705
Ch Coutet Sauternes-Barsc 10,874.9300000000001,71.04339775753489
Ch Croix de Jaugue St Emilio,6589.529999999973,34.649815692469446
Ch D'Arcins Haut Medoc,15291.729999999896,39.72153575821662
Ch D'Issan 10 Brdx,5543.559999999999,92.6211676251362
Ch D'Yquem 05 Lur Saluces,12599.789999999999,38.03031637828884
Ch Daqueria Tavel Rose,19595.36999999998,38.74695910309416
Ch Deux Rocs Premices Red,1948.500000000001,20.554272517321053
Ch Doisy Daene Gr Vin Sec 10,1101.62,58.715346489715145
Ch Doisy Daene Sauternes 10,961.87,42.442325886034496
Ch Doisy-Daene Sauternes 11,419.86,85.61663411613395
Ch Donjon Minervois Rose,1279.2000000000003,89.99999999999999
Ch Ducru Beaucaillau St-Juli,3233.7900000000004,44.17077175697866
Ch Ducru Beaucaillou 11 Jul,1499.9,80.26268417894526
Ch Ducru Beaucaillou 12 St J,3564.7700000000004,65.89962325760148
Ch Ducru Beaucallou 10,7199.82,81.72523757538383
Ch Dupray St-Emilion,2098.9500000000003,51.598656471092696
Ch Fage Graves de Vayres,12169.849999999875,32.76235943746164
Ch Floreal Laguens Brdx,3761.2999999999897,80.88161008162066
Ch Fonroque St Emilion 10,103.98,67.53221773417964
Ch Fontenil Fronsac 10,899.8000000000001,62.5794621026895
Ch Fougere La Noble Rouge,4550.419999999982,57.775545993556484
Ch Francs Brdx CdFrancs,12317.749999999913,50.08016886200773
Ch Fugue de Nenin 09,173.94,54.949982752673336
Ch Fuisse Pouilly Fuisse 12,1399.72,97.55379647358043
Ch Fuisse Pouilly Fuisse Les,809.85,72.4171142804223
Ch Fuisse Pouilly Fuisse Tet,6010.32999999999,92.15384180236359
Ch Gassier Espirit CdProvenc,14445.969999999936,29.928692915740207
Ch Gassier Pas du Moine Vict,8851.149999999972,24.908062794099965
Ch Giscours 10,1393.83,92.20851897290201
Ch Giscours Margaux 06,1924.4500000000003,70.90493387721168
Ch Giscours Margaux 07,1799.7,18.319164305161976
Ch Giscours Margaux 11 Gr Cr,1023.84,79.4401468979528
Ch Giscours Margaux 12,10228.349999999984,83.25477716347208
Ch Gloria St Julien 12,1907.4700000000003,85.20343701342617
Ch Godeau St Emilion 10 Cru,125.97,77.16916726204651
Ch Grand Leoville 10 Brdx,8459.820000000002,40.342938738649295
Ch Grand Puy-Lacoste 12 Paul,1349.82,96.32099094694107
Ch Grand Renom Brdx Bl 14,14807.649999999863,32.860717264386345
Ch Graves de Pez St Estephe,4738.419999999992,94.83372094495633
Ch Graville Lacoste Graves,23793.390000000087,26.65198191598624
Ch Greysac,82308.24000000102,32.84754964995049
Ch Gruaud Larose 11 St Julin,2719.659999999999,77.8395093504335
Ch Guiraud Sauternes 10,2855.6599999999985,63.73727964813737
Ch Haut Bages Liberal Paulic,741.86,85.32472434151997
Ch Haut Bailey 10 Brdx,1979.91,77.01107626104216
Ch Haut Bailly Pessac-Leogan,1623.8600000000001,85.22224822336901
Ch Haut Beausejour 11 Esteph,809.7000000000002,93.33456835865135
Ch Haut Branda Brdx Rouge,298.73,25.765741639607683
Ch Haut Brion 10,29899.77,52.004480302022394
Ch Haut Brion Pessac-Leognan,2279.97,31.972789115646254
Ch Haut Gravet Saint-Emillon,7798.049999999978,98.33484012028647
Ch Haut Marbuzet St Estephe,1080.77,83.16755646437262
Ch Haut Piquat 09,626.6700000000001,95.84789442609349
Ch Haut-Bailly 09 Pessac Brd,2526.8100000000004,96.58225193029946
Ch Haut-Bailly 10,4759.719999999999,61.38932542250384
Ch Haut-Brion Pessac 09 Brdx,3599.96,49.32443693818821
Ch Haut-BrionPessac-Leo Gr C,299.99,35.484516150538354
Ch Haut-Robert 10,3494.8199999999897,90.07502532319258
Ch Hermitage Mazeyres Pomerl,332.91,13.41804091195819
Ch Hyot Brdx Castillon,43333.340000000004,19.98881230941332
Ch Hyot Castillon Brdx,629.82,92.38830141945319
Ch Jean De Gue Lalande 10,386.91,62.21343464888476
Ch Jean de Gue Lalande de Po,3759.059999999996,74.96608194601839
Ch Julien Royalty Red,63.48,34.97164461247637
Ch L'Eglise Clinet 10,2096.97,31.973275726405237
Ch L'Englise Clinet St Emiln,947.94,35.06551047534655
Ch La Bouree Castillion Brdx,2216.7999999999993,64.50424034644531
Ch La Cardone Medoc 09,2858.5699999999947,84.29984222880668
Ch La Croix Lartigue 09,3937.989999999992,99.36134931779918
Ch La Croix de Beaucailou 10,2944.6899999999996,97.82048365023144
Ch La Croix du Duc Brdx,505.5400000000002,30.458519602800994
Ch La Dom St Emil Gr Cru 09,334.95,73.33333333333334
Ch La Fleur Patris-Querre 09,493.81000000000006,96.39537473927219
Ch La Gordonne Chapelle Rose,167.94,88.74002619983328
Ch La Gordonne Rose,23704.310000000063,30.15603491516955
Ch La Gr Metaine Entre Mers,10407.949999999917,23.401630484388686
Ch La Louviere Pssc-Leg Roug,727.72,68.84516022646072
Ch La Mission 09 Blanc Pessc,15199.809999999998,35.065438317978966
Ch La Mission 09 HB Pessac,10399.869999999999,39.66809200499621
Ch La Mission 12 Haut Brion,4979.85,45.94535979999398
Ch La Mission Haut Brion 07,3647.84,35.78665730953112
Ch La Mission Haut Brion 10,9849.5,38.774049444134214
Ch La Mission Haut Brion 11,1759.96,31.97345394213505
Ch La Mission Haut Brion P-L,3149.9300000000003,33.774083868530425
Ch La Mission Haut-Brion 10,32999.700000000004,33.7897617251066
Ch La Mondot 10,1283.97,32.43300077104605
Ch La Mondotte 09 St Emilion,1479.96,50.0
Ch La Rousseliere St Estephe,36747.54999999999,32.42406636632915
Ch LaGrange 10 Brdx,5511.479999999997,92.09649676674867
Ch Lacoste-Borie Pauillac 10,644.85,73.33333333333333
Ch Lafaurie-Peyragey Saut 10,4454.449999999997,63.63860858242879
Ch Lafite Rothschild 10 Brdx,19199.880000000005,42.52880747171338
Ch Lafite Rothschild 12,9749.85,72.41372944199142
Ch Lafitite Rothschild Pa 11,8549.91,77.62853644073446
Ch Lafon-Rochet St Estphe 10,4730.4299999999985,58.12262310191672
Ch Lagrange 10,1063.86,95.20613614573345
Ch Lalande Boire 10 Brdx,2015.5200000000002,94.58799714217672
Ch Lalande Borie 11 Julien,1471.5400000000002,81.76604101825299
Ch Lamothe de Haux Brdx Wh,20154.56000000004,37.55368512138199
Ch Lancyre Languedoc Rose,11507.93999999995,34.22193720161875
Ch Langoa Barton St Julien,1563.77,73.73846537534293
Ch Larose Trintaudon 09,18640.229999999978,33.147820600925925
Ch Lascombes 10 Brdx,2879.84,53.85854769709428
Ch Lassegue 05 GC St Emilion,4166.57,83.61049976359452
Ch Lassegue 07 St Emilion AC,2837.419999999997,74.60404169985406
Ch Le Bon Pasteur 10 Brdx,1624.87,48.37125431572987
Ch Le Gay Pomerol,6399.359999999998,76.77392739273927
Ch Le Petite Mouton 12 Pauil,3509.739999999999,84.1937009579057
Ch Leoville Barton 10 St Jul,4159.679999999999,91.83014078005999
Ch Leoville Barton 12 St Jul,10898.909999999996,73.19135583283098
Ch Leoville Barton St Julien,3254.6499999999996,94.47037315840413
Ch Leoville Las Cases 11 Jul,1999.9,79.99949997499876
Ch Leoville Las Cases St-Jul,1639.92,58.88214059222402
Ch Leoville-Barton Gr Cru 09,3959.76,45.17344485524376
Ch Les Carruades 11 Lafitte,4179.809999999999,96.58238053882832
Ch Les Flefs de LaGrange 10,494.89000000000004,58.40085675604681
Ch Les Granges Brdx,3399.369999999985,93.29522823346676
Ch Les Ormes Saint-Julien,6668.849999999993,84.45309161249689
Ch Lestiac Cotes de Bordeaux,9.49,35.08956796628029
Ch Lilian 09 Ladouys St Este,665.82,71.33159112072333
Ch Lynch Bages 12 Pauillac,19078.410000000003,86.93056706507514
Ch Lynch Bages Paulliac 11,9799.300000000001,94.32347208474074
Ch Lynch Moussas Pauilac,1079.7,84.94581828285635
Ch M Vert Lussac St Emilion,73899.59000000011,39.915444727095526
Ch Macard Brdx Superieur,80436.34000000154,27.742684463267313
Ch Magdelaine 10 St Emilion,3739.659999999999,87.82884005497826
Ch Magrez Fombrauge 09,4419.66,39.56774955539566
Ch Maine d'Arman Cote Bourg,3867.0399999999813,24.008026811204072
Ch Malartic Lagravier 12 RG,6248.749999999991,86.3012602520504
Ch Malartic-Lagraviere 10,245.97,35.47993657763142
Ch Malartic-Lagraviere Rouge,235.96,67.10459399898288
Ch Margaux 12 Margaux,4769.91,24.41366818241854
Ch Marquis d'Alesme,443.88,31.981616653149498
Ch Marquis de Terme 12 Mrgx,3338.3699999999967,86.05906475315797
Ch Martinon Brdx Rouge,3637.6899999999905,34.31738273464737
Ch Massiac Viognier,764.4900000000001,22.065690852725364
Ch Maycott Red,10.49,35.081029551954245
Ch Messile Aubert Montgne St,4266.059999999993,85.42050510306932
Ch Monbousquet 10 Brdx,1049.86,65.75543405787438
Ch Moncontour Vouvray Demi S,474.71000000000004,42.364812201133326
Ch Monestier La Tour Blanc,179.88,42.96197464976651
Ch Monet,7931.039999999946,27.311172305270944
Ch Montaud Cotes de Prov Rse,328398.0599999824,41.369020267656175
Ch Montaud Cotes de Provence,34638.87000000026,36.17568933397713
Ch Montelena Cab Svgn 2006,2029.8600000000001,24.31399209797721
Ch Montelena Cab Svgn Napa,88927.92000000065,57.75860944459327
Ch Montelena Chard Napa,32387.620000000185,27.736338761539464
Ch Montelena Est Cab Svgn Np,909.9300000000001,72.1703867330454
Ch Montrose 10,18589.39,52.30049909376216
Ch Motte Maucourt Brdx,179.88,34.62308205470313
Ch Moulin de Pillardot 10,3132.1499999999974,80.24360263716616
Ch Moulin de la Rose St-Juln,5983.119999999994,74.66171495808206
Ch Mouton Rothschild 11 Paui,12599.819999999998,27.700951283431014
Ch Mouton Rothschild 12 Paui,16919.64,72.4063277942084
Ch Muraires Cd Provence Rose,15612.189999999917,28.196492612503082
Ch Musar Hochar Red,329.89,81.44836157507048
Ch Musar Jeune Rouge,239.88,31.96598299149575
Ch Mylord Cuvee Milady,15534.529999999882,35.335282110240385
Ch Nicot Bordeaux,10374.510000000004,4.356928664582748
Ch Olivier 10 Blanc Pessac-L,3722.2699999999977,81.73695083913847
Ch Olivier Pessac-Leognan 10,3365.339999999997,76.76995489311628
Ch Pagodes de Cos 10 Brdx,99.99,67.53675367536755
Ch Palmer Margaux,2379.9300000000003,31.50680902379482
Ch Palmer Margaux 09 Medoc,7819.7699999999995,64.01735600919208
Ch Pape Clement 12 Pess-Leog,5599.499999999996,72.36753281542994
Ch Pape Clement Bl Gr Cru 11,2199.8900000000003,57.85789289464475
Ch Pape Clement Pess leognan,4231.539999999998,67.32253505815848
Ch Paradis Rose Cotes D Prov,8716.289999999935,27.372999292129503
Ch Pavie 10 Brdx,3779.9300000000003,31.50613900257413
Ch Pavie Macquin St Emiln 11,2213.7299999999996,67.68395423109412
Ch Pavie St Emilion 11 Gr Cr,2759.88,49.323883647115096
Ch Perron Brdx Rouge,263.88,33.78808549340609
Ch Pesquie Cotes du Ventoux,23685.080000000104,42.936882912293726
Ch Pesquie Quint Ventoux Red,263.88000000000005,35.47066848567532
Ch Petit Bocq Cru Borgeos 10,319.9,93.37605501719287
Ch Pez 12 St-Estephe,3211.2699999999973,99.11623750105099
Ch Phelan Segur St Estephe,835.7800000000001,76.23297997080572
Ch Phelan Segur St-Estphe 12,5648.869999999996,91.84863521376842
Ch Pichon Baron Pauillac 12,4349.700000000001,35.485205876267344
Ch Pichon Long Comtesse L 12,12609.029999999993,72.64841149557101
Ch Pichon Longevile 11 Comts,4199.700000000001,86.48617758411315
Ch Pichon Longueville Rsv Co,2099.72,92.99763778027547
Ch Pichon Longville 12 Pauil,14498.999999999995,64.70763500931098
Ch Picon Longueville Comt 10,2309.9300000000003,43.234643474044674
Ch Pitot Brdx,5290.749999999962,89.06090818882004
Ch Plaisance Cuvee Alix Roug,4290.1099999999915,51.122232297073886
Ch Pontet Canet 12 Pauillac,2947.7799999999997,50.14383705703952
Ch Poujeaux 10 Moulis,866.83,77.08201146706968
Ch Rauzan Segla Margaux 09,319.98,66.66666666666667
Ch Rauzan-Segla 10 Brdx,1469.93,62.15602103501527
Ch Rauzan-Segla Gr Cru 08 Ma,5199.3499999999985,29.96778443459277
Ch Rayne Vigneau Sauternes,2319.599999999999,84.48396275219865
Ch Reserve d La Cometesse 11,689.85,95.4337899543379
Ch Reserve de la Comtesse 12,5779.769999999988,96.07475730003097
Ch Rieussec Gr Cru 10 Sauter,3499.7199999999993,60.5911330049261
Ch Rol Valentin 10,2943.539999999999,57.9710144927536
Ch Rollan de By Medoc,5197.919999999982,92.15070643642069
Ch Roumier-Lacoste Barsac W,74.97,31.052420968387356
Ch Smith Haut Lafitte 12,9015.019999999995,58.90857701924121
Ch Smith Haut Lafitte 12 Whi,3869.7,79.7286611365222
Ch St Jean Alexander Cab Svg,24789.7000000001,52.9131050395932
Ch St Jean Belle Terre Chard,65146.53999999989,54.415875348099426
Ch St Jean Cab Svgn Cal,194248.56000000198,41.21578044130702
Ch St Jean Chard California,251277.019999999,38.22755459293401
Ch St Jean Chard Sonoma Cst,118760.95000000374,25.48960748461685
Ch St Jean Cinq Cep Cab Svgn,1359.83,83.77150084937087
Ch St Jean Merlot Cal,108735.86000000054,42.00887361354448
Ch St Jean Pnt Nr,140286.33000000133,40.565705867421556
Ch St Jean Pnt Nr Sonoma Cst,12140.269999999926,52.307403377354554
Ch St Jean Soiree Red,9886.619999999912,55.48306701380209
Ch St Jean Svgn Bl Sonoma,18418.589999999916,43.65448169485272
Ch St Louis Vieux Galvesse L,5266.8999999999805,28.555696899504195
Ch St Michel Brdx Superur,9696.60999999993,42.74081354205189
Ch St Pierre Rose,13631.48999999991,37.58701359865981
Ch St Sulpice,39737.19000000052,49.23863514254604
Ch St Sulpice Brdx Blanc,6746.079999999947,21.38664231672257
Ch St Sulpice Rose 13,2039.430000000001,87.99860745404354
Ch St-Roch Chimeres CdRoussi,735.5400000000003,15.816950811648613
Ch Ste Michelle Cab Svgn,2132.0800000000004,19.66155116130728
Ch Ste Michelle Cab Svgn Col,344457.470000001,41.09459434861484
Ch Ste Michelle Canoe Rdg Me,10817.029999999942,23.365840715981765
Ch Ste Michelle Canoe Rdge C,16602.10999999987,35.227028371694324
Ch Ste Michelle Chard Colmbi,431702.3499999884,31.309683628081057
Ch Ste Michelle Chard Mimi,649.35,37.62993762993763
Ch Ste Michelle Col Solare R,3609.2999999999984,22.59995012883381
Ch Ste Michelle Cold Ck Cab,3320.7299999999946,35.55633851592862
Ch Ste Michelle Cold Crk Cha,1766.1000000000004,67.41294377441822
Ch Ste Michelle Cold Crk Mer,2730.919999999998,37.990127868996474
Ch Ste Michelle Cold Crk Rsl,851.4000000000004,23.890063424947183
Ch Ste Michelle Eroica Rsl W,28382.240000000274,27.153459346408894
Ch Ste Michelle Gewurz Colum,46415.01000000022,34.982261126304365
Ch Ste Michelle Harvest Rsl,106909.75000000089,35.47750322117587
Ch Ste Michelle Hrse Hvn Svg,38426.67000000035,40.514855958114474
Ch Ste Michelle Indn W Chard,46484.54000000019,39.39146219366707
Ch Ste Michelle Indn Wl Merl,22766.14000000006,32.41072048226029
Ch Ste Michelle Indn Wls Cab,113285.56000000189,32.30946644921158
Ch Ste Michelle Indn Wls Red,21352.970000000107,38.95931104666025
Ch Ste Michelle Merlot Colum,110289.14999999973,42.209419512254954
Ch Ste Michelle Pnt Gris Was,53878.52000000007,39.54978718791774
Ch Ste Michelle Rsl,259038.3400000065,39.91672815692148
Ch Ste Michelle Rsl Dry Colu,69809.95000000046,36.72857522459193
Ch Ste Michelle Svgn Bl,167048.2700000024,39.75419200689813
Ch Suau Cadillac Wh Brdx,71.94,33.778148457047536
Ch Suduiraut Sauternes 10,1637.87,78.77975663514198
Ch Talbot St Julien 11 GC,439.92,67.73958901618475
Ch Talbot St-Julien 12 GCC,5855.0399999999945,86.4731923266109
Ch Tanunda Gr Barossa Cab Sv,4326.349999999986,14.746610884463497
Ch Tanunda Gr Barossa Rsl,2089.1300000000006,65.09216755300054
Ch Tanunda Gr Barossa Shiraz,11021.589999999942,33.133059749092034
Ch Tertre de Viaud C d Bourg,2841.6299999999947,79.0373834735697
Ch Thivin Cote de Brouilly,528.7700000000001,85.31497626567317
Ch Troplong Mondot 10 Brdx,719.97,33.334722280095
Ch Valcombe Rose Ventoux,223.85999999999999,43.60761190029482
Ch Valfontaine 10,2937.0599999999904,77.01919606681504
Ch Vignot 05 St Emilion Red,824.89,87.96203130114318
Ch Vignot 09 St Emilion Gr C,2291.629999999999,36.27287127503129
